freq	q2m10_std	q2m12_std	q2m13_std	q2m14_std	q2m15_std	q2m16_std	q2m17_std	q2m18_std	q2m19_std	q2m2_std	q2m20_std	q2m21_std	q2m23_std	q2m22_std	q2m24_std	q2m25_std	q2m26_std	q2m27_std	q2m28_std	q2m29_std	q2m3_std	q2m30_std	q2m31_std	q2m6_std	q2m7_std	q2m8_std	q2m9_std	q3m1_std	q3m10_std	q3m11_std	q3m12_std	q3m13_std	q3m17_std	q3m2_std	q3m3_std	q3m4_std	q3m5_std	q3m6_std	q3m7_std	q3m8_std	q3m9_std	q1m1_std	q1m2_std	q1m3_std	q1m4_std	q1m5_std	q1m6_std	q1m7_std	q1m9_std
3727.35	0.705955455	0.548918267	0.627457932	0.627307594	0.516441771	0.615724453	0.622548757	0.562432061	0.537104357	0.555499518	0.532306246	0.520532763	0.595624455	0.638872204	0.593451355	0.547590369	0.535262164	0.669764992	0.543050626	0.538163644	0.51218993	0.588402035	0.507847052	0.435636913	0.503931449	0.529123765	0.545846158	0.586050919	0.595747339	0.543522419	0.532350277	0.604631255	0.543723168	0.559360119	0.800636548	0.646155797	0.578116368	0.698014684	0.614903644	0.639227834	0.574016262	0.589832011	0.629310435	0.497135875	0.575283929	0.654588803	0.61483014	0.572993579	0.513679218
3728.7	0.706692608	0.548684264	0.627228284	0.627574483	0.516497841	0.616351556	0.621883983	0.56329768	0.537008207	0.555607202	0.531988239	0.520759384	0.595204234	0.639237885	0.593348904	0.547553169	0.535046195	0.669925695	0.543173814	0.538472741	0.512505589	0.587967978	0.507963685	0.436466482	0.503559423	0.529669477	0.545799479	0.586140092	0.595925506	0.544209581	0.532317492	0.604908908	0.544840782	0.559458504	0.801681947	0.646426065	0.578093331	0.698334176	0.615014968	0.639208178	0.574076855	0.58988072	0.629203187	0.497048038	0.575200222	0.655053553	0.614538026	0.573022211	0.513621365
3730.05	0.707448414	0.548450359	0.627000387	0.62784554	0.516553173	0.61697973	0.621217379	0.564163969	0.536908373	0.555712694	0.531665359	0.520991666	0.59477982	0.639607786	0.593252583	0.547528225	0.534830264	0.670086687	0.543294878	0.538779397	0.512817451	0.587531471	0.50807636	0.437332971	0.503189075	0.530223687	0.545754555	0.586227763	0.596107959	0.544886293	0.532291845	0.605182965	0.546049369	0.559559236	0.802727576	0.646693647	0.578068926	0.698650706	0.61512219	0.639198797	0.5741327	0.589929461	0.629094727	0.496954007	0.575116515	0.655515124	0.614242586	0.573048133	0.51356158
3731.4	0.708221684	0.548216453	0.626774454	0.628121153	0.51660799	0.617608599	0.620549051	0.565030558	0.536804883	0.555815918	0.531337432	0.521229676	0.594351256	0.639981877	0.593162444	0.547515179	0.534614294	0.670247998	0.543414094	0.539083896	0.513124986	0.587092495	0.508184872	0.438233786	0.502820801	0.530785894	0.545711536	0.586313778	0.59629466	0.545552023	0.532273099	0.605453319	0.547342564	0.559662093	0.803773224	0.646958454	0.578042808	0.698964251	0.615225442	0.639200147	0.574184027	0.589978181	0.628984918	0.496853712	0.575032973	0.655973434	0.61394358	0.57307077	0.513499803
3732.75	0.709011394	0.547982764	0.626550378	0.628401652	0.516662535	0.618238229	0.619879297	0.565897554	0.536697568	0.55591676	0.531004402	0.521472941	0.59391859	0.6403602	0.593078683	0.54751401	0.534398184	0.670409733	0.54353091	0.539385698	0.513428212	0.586651386	0.508289426	0.439167246	0.502454345	0.531355335	0.545670609	0.586398032	0.596485591	0.546206798	0.532261422	0.605719752	0.548715547	0.559766354	0.80481891	0.647220399	0.578015103	0.699274801	0.615324364	0.639212444	0.574230549	0.590027076	0.628873852	0.496746969	0.574949575	0.656428472	0.613641259	0.573090649	0.513435964
3734.1	0.709816367	0.54774928	0.626328267	0.628687253	0.516716731	0.618868422	0.619208234	0.566764744	0.536586391	0.556015267	0.530666008	0.521721441	0.593481885	0.640742814	0.593001485	0.547524456	0.534181704	0.670571882	0.54364562	0.53968487	0.513726569	0.586208256	0.508389836	0.440130634	0.50209007	0.531931526	0.545631971	0.586480225	0.596680807	0.546850168	0.532256578	0.605982408	0.550161762	0.559871518	0.805864597	0.647479442	0.577985649	0.699582312	0.615418917	0.639236433	0.574272324	0.59007619	0.628761493	0.496633739	0.574866457	0.656880178	0.613335455	0.573107719	0.513370234
3735.45	0.710635506	0.547516247	0.6261083	0.628978396	0.516771043	0.619498962	0.618536197	0.567632302	0.53647135	0.556111202	0.530322606	0.521975254	0.59304112	0.641129709	0.592930972	0.547546262	0.533964914	0.670734677	0.543758178	0.539982054	0.514019479	0.585763193	0.508485956	0.441120542	0.501728274	0.532513886	0.545595604	0.586560309	0.596879946	0.547482097	0.532258488	0.606241113	0.551673646	0.559977741	0.806910187	0.647735621	0.577954331	0.699886764	0.615509255	0.639272551	0.574309409	0.590125557	0.62864798	0.496513919	0.574783699	0.657328448	0.61302621	0.573121583	0.513302583
3736.8	0.711467604	0.547283576	0.625890341	0.629275276	0.516825734	0.620129615	0.617863342	0.568500093	0.536352502	0.556204727	0.529973601	0.522234003	0.592596245	0.641520825	0.592867372	0.547579524	0.5337475	0.670897993	0.543868384	0.54027656	0.514306884	0.585316418	0.508577853	0.442135676	0.501369016	0.533101973	0.545561929	0.586637939	0.597083297	0.548102355	0.532267231	0.606496003	0.553245408	0.56008407	0.807955682	0.64798888	0.577921054	0.700188123	0.615595129	0.639321441	0.574341823	0.590175405	0.628533232	0.496387511	0.574701334	0.657773314	0.612713682	0.573132629	0.513233011
3738.15	0.712311647	0.547051493	0.625674516	0.629578146	0.516881066	0.620760334	0.6171899	0.569368204	0.536229509	0.556295643	0.529619127	0.522497872	0.592147471	0.641916202	0.59281087	0.547623747	0.533529368	0.671061993	0.543976113	0.540568388	0.514588405	0.584868068	0.508665558	0.443173559	0.501012385	0.533695203	0.545531042	0.586712968	0.597290701	0.548710658	0.532282639	0.606746895	0.554870754	0.560190225	0.809001081	0.648239197	0.577885838	0.700486389	0.615676321	0.639383318	0.574369356	0.590225758	0.628417398	0.496254108	0.57461935	0.658214693	0.612397756	0.573140846	0.513161599
3739.5	0.713166518	0.546819979	0.625460783	0.629887382	0.516937359	0.621391091	0.616516226	0.570236344	0.53610239	0.556384024	0.529259156	0.52276627	0.59169476	0.642315901	0.592761506	0.547678752	0.533310453	0.671226716	0.544081365	0.540857833	0.5148637	0.584418275	0.508749002	0.444231474	0.5006585	0.534293084	0.545503035	0.586785543	0.597501955	0.549307061	0.532304722	0.606993638	0.556542204	0.560295582	0.810046287	0.648486553	0.577848511	0.70078152	0.615752984	0.639458759	0.574392048	0.590276594	0.628300398	0.496114015	0.574537893	0.658652514	0.612078546	0.573146185	0.513088337
3740.85	0.71403107	0.546589131	0.625249089	0.630203235	0.516994993	0.622021781	0.615842437	0.571104377	0.535971021	0.55646971	0.528893573	0.523039093	0.59123811	0.64271975	0.592719435	0.547744402	0.533090235	0.671392317	0.544184074	0.541144462	0.515132447	0.583967156	0.508827959	0.445309078	0.5003073	0.534894954	0.545478077	0.586855114	0.59771716	0.549891418	0.532333294	0.607236451	0.558254683	0.560399362	0.811091254	0.648730811	0.577809207	0.701073471	0.615824842	0.639547839	0.574409897	0.590328175	0.628182244	0.495966694	0.574456942	0.659086684	0.611756021	0.573148914	0.513013123
3742.2	0.714904237	0.546359096	0.625039529	0.630525992	0.517054074	0.622652096	0.615168889	0.571972391	0.535835337	0.556552758	0.528522281	0.523316417	0.590777563	0.643127789	0.592684822	0.547820371	0.532868874	0.671558727	0.544284287	0.54142863	0.515394445	0.583514982	0.508902517	0.446402278	0.499958944	0.53550035	0.545456337	0.586921739	0.597935974	0.550463526	0.532368491	0.607475038	0.560000836	0.560501738	0.812135933	0.648972108	0.577767602	0.701362266	0.615891942	0.639651302	0.574422847	0.59038037	0.628063014	0.495812408	0.574376693	0.659517244	0.611430129	0.573148795	0.51293618
3743.55	0.715784985	0.546129826	0.62483219	0.630855851	0.517115428	0.623281716	0.61449586	0.572840386	0.535695526	0.556633111	0.528145184	0.523598088	0.590313199	0.643539999	0.59265783	0.547906437	0.532646154	0.671726015	0.544381739	0.54171008	0.515649535	0.583061921	0.508972902	0.447509003	0.499614005	0.536109111	0.545437947	0.586985186	0.598158757	0.551023522	0.532410029	0.607709561	0.561774935	0.560602297	0.813180276	0.649210308	0.577723772	0.701647827	0.615954275	0.639769606	0.574431069	0.590433474	0.627942676	0.495650956	0.574297093	0.659944092	0.611101037	0.573145848	0.512857468
3744.9	0.716672401	0.545901604	0.624627092	0.631193169	0.517179142	0.623910942	0.61382367	0.573708225	0.535551211	0.556710778	0.527762379	0.523884058	0.58984508	0.643956329	0.592638564	0.548002475	0.532421885	0.671894401	0.544476751	0.541989109	0.515897677	0.582608104	0.509038948	0.44862856	0.499272187	0.536720565	0.545423001	0.587045553	0.598385139	0.551570986	0.532458035	0.607939878	0.563571196	0.560700413	0.814224369	0.649445546	0.577677622	0.701930209	0.616011879	0.639903085	0.574434839	0.590487555	0.627821412	0.495482317	0.574218237	0.660367207	0.61076882	0.573140241	0.512777087
3746.25	0.717565286	0.545674205	0.624424076	0.631538037	0.517245964	0.624539285	0.613152539	0.574575851	0.535402459	0.556785807	0.527373741	0.524173949	0.589373103	0.644376729	0.592627146	0.548108104	0.532195955	0.672063809	0.544568792	0.542265321	0.516138398	0.582153689	0.509100605	0.44975868	0.498933677	0.53733431	0.545411741	0.587102261	0.598615269	0.552106238	0.532512381	0.608166084	0.56538537	0.560795548	0.815268098	0.649677608	0.577629077	0.702209336	0.616064431	0.640051927	0.574433424	0.590542556	0.627699119	0.495306399	0.574140104	0.660786507	0.610433298	0.573132073	0.512695089
3747.6	0.71846289	0.545447973	0.624223333	0.631890885	0.517316379	0.625166849	0.612482892	0.575443012	0.535249052	0.556857979	0.526979174	0.524467772	0.588897473	0.644801078	0.592623618	0.548223179	0.531967909	0.672234307	0.544658357	0.542539239	0.516371811	0.581698965	0.509157824	0.450897006	0.498598445	0.537949822	0.545404141	0.587155753	0.598848645	0.552628938	0.532573108	0.608388121	0.567210521	0.56088824	0.816311481	0.64990665	0.577578116	0.702485165	0.616112406	0.640216447	0.574427936	0.590598632	0.627575808	0.495123082	0.57406293	0.661201911	0.610094576	0.573121196	0.512611372
3748.95	0.719364137	0.54522272	0.624024597	0.632251748	0.517390582	0.625793398	0.611814958	0.576309892	0.535091029	0.556927522	0.526578639	0.524765207	0.588418138	0.645229476	0.592628206	0.548347361	0.531737899	0.67240601	0.544744911	0.542809997	0.51659765	0.581244002	0.509210919	0.452043177	0.498266788	0.538566922	0.545400539	0.587205298	0.599085778	0.553139161	0.532640037	0.608605981	0.569044869	0.560976759	0.81735448	0.650132585	0.577524645	0.70275774	0.616155186	0.640397177	0.574417378	0.590655968	0.627451628	0.494932283	0.573986582	0.661613438	0.609752813	0.573107987	0.512526189
3750.3	0.720268185	0.544998771	0.623828017	0.632620887	0.517469642	0.626418802	0.611149125	0.577176258	0.534928351	0.556994418	0.526172156	0.525066071	0.58793525	0.645661632	0.592640961	0.548480609	0.531505548	0.672579033	0.544828732	0.543078244	0.516816182	0.580789049	0.509259831	0.453195018	0.497938489	0.539185026	0.545400895	0.587251204	0.59932625	0.553636997	0.532713129	0.608819662	0.570882984	0.561061537	0.818397057	0.650355333	0.57746875	0.703027006	0.616193076	0.64059408	0.574402415	0.590714565	0.6273265	0.494734105	0.573911174	0.662020986	0.609407955	0.573092356	0.51243949
3751.65	0.721174141	0.54477588	0.623633572	0.632998527	0.517553849	0.627042985	0.610485719	0.578042023	0.534760934	0.557058676	0.525759705	0.525370471	0.587448658	0.646097615	0.592661955	0.548622555	0.531270704	0.67275331	0.544909619	0.543343587	0.517027064	0.580334354	0.509304462	0.454351229	0.497613893	0.539803914	0.545405483	0.587293114	0.599570219	0.554122483	0.532792483	0.609029176	0.572721009	0.561142055	0.819439183	0.650575071	0.577410307	0.703292952	0.616226056	0.640807732	0.574383028	0.590774478	0.62720056	0.494528455	0.573836859	0.662424535	0.609060097	0.573074413	0.512351506
3753	0.722081162	0.544554351	0.623441283	0.63338481	0.517643835	0.627665674	0.609825183	0.578907245	0.534588637	0.557120257	0.525341306	0.525678116	0.586958615	0.646537276	0.59269123	0.548772934	0.531033197	0.672929062	0.544987706	0.543606242	0.517230201	0.579880029	0.509345008	0.455510033	0.497293118	0.540423134	0.545414143	0.587331211	0.599817398	0.554595574	0.532877921	0.609234549	0.574555266	0.561218285	0.820480887	0.650791593	0.57734925	0.703555525	0.61625407	0.641038191	0.574359425	0.590835926	0.627073773	0.494315274	0.573763535	0.662824023	0.608709165	0.573054038	0.512262147
3754.35	0.722988468	0.544334105	0.623251171	0.633779951	0.517740348	0.628286805	0.609167835	0.57977175	0.534411449	0.557179229	0.524916843	0.525989104	0.586465019	0.646980502	0.59272897	0.548931716	0.530792952	0.673106211	0.545062954	0.543866258	0.517425993	0.579426341	0.50938144	0.4566703	0.496976077	0.541042444	0.545427101	0.58736514	0.600067841	0.555056142	0.532969503	0.609435849	0.576381988	0.561290148	0.821522121	0.651005077	0.577285568	0.70381481	0.616277488	0.64128568	0.574331664	0.590898821	0.626946164	0.494094541	0.573691326	0.663219389	0.608355296	0.57303144	0.512171575
3755.7	0.723895398	0.544115163	0.62306281	0.634183969	0.517844126	0.628906508	0.608514012	0.580635324	0.53422908	0.557235704	0.524486442	0.526302767	0.585968023	0.647427325	0.592775135	0.549098436	0.530549573	0.673284894	0.545135126	0.544123173	0.517614288	0.57897345	0.509413924	0.457832114	0.496662472	0.541661402	0.545444524	0.587394852	0.600321531	0.555504451	0.53306717	0.609633019	0.578200765	0.561356184	0.822562855	0.651215334	0.577219338	0.704070679	0.616295758	0.641550179	0.574299573	0.590963382	0.626817869	0.493866205	0.573620315	0.663610632	0.607998469	0.573007026	0.51207982
3757.05	0.724800968	0.543897652	0.622876648	0.634597088	0.517955654	0.629524221	0.607864147	0.581498191	0.53404183	0.557289684	0.524050034	0.52661955	0.585467576	0.647877442	0.592829776	0.549273043	0.530302917	0.67346509	0.545204516	0.544377311	0.517795094	0.578521604	0.509442529	0.458992694	0.496353133	0.542279788	0.54546633	0.587420414	0.600578375	0.555940411	0.533170792	0.609826135	0.580006586	0.561417479	0.823603071	0.651422533	0.577150465	0.704323152	0.616309338	0.641832211	0.574263684	0.591029675	0.626688819	0.493630398	0.573550438	0.663997681	0.60763881	0.572980251	0.511986983
