freq	kvnp_7_p	kvnp_10_p	kvnp_11_c	kvnp_14_c	7_p_std	10_p_std	11_c_std	14_c_std	p_mean	c_mean
2046.6	45.735466	38.00006	44.966465	45.997314	0.54144856	0.382095408	0.515609278	0.512185547	0.461771984	0.513897412
2047.95	45.7305	37.98261	44.96311	45.979454	0.541400338	0.381923724	0.515577257	0.512017908	0.461662031	0.513797582
2049.3	45.725956	37.964806	44.959904	45.96167	0.541356214	0.381748556	0.515546658	0.511850982	0.461552385	0.51369882
2050.65	45.72185	37.94697	44.956867	45.944004	0.541316343	0.381573073	0.515517673	0.511685164	0.461444708	0.513601418
2052	45.718178	37.929108	44.95398	45.926395	0.541280686	0.381397335	0.515490118	0.511519881	0.461339011	0.513505
2053.35	45.714962	37.910908	44.95124	45.908863	0.541249458	0.381218271	0.515463967	0.51135532	0.461233864	0.513409644
2054.7	45.7122	37.89271	44.94868	45.891434	0.541222637	0.381039227	0.515439534	0.511191727	0.461130932	0.51331563
2056.05	45.70991	37.874367	44.94627	45.87406	0.5412004	0.380858756	0.515416532	0.511028649	0.461029578	0.513222591
2057.4	45.70809	37.85609	44.944027	45.85678	0.541182727	0.380678935	0.515395125	0.510866454	0.460930831	0.51313079
2058.75	45.706768	37.837444	44.941925	45.8396	0.54116989	0.380495483	0.515375063	0.510705198	0.460832687	0.51304013
2060.1	45.70593	37.818787	44.93998	45.822453	0.541161753	0.380311923	0.515356499	0.510544251	0.460736838	0.512950375
2061.45	45.705597	37.80012	44.938187	45.805416	0.541158519	0.380128265	0.515339386	0.510384337	0.460643392	0.512861862
2062.8	45.70577	37.781506	44.93656	45.788464	0.541160199	0.379945128	0.515323858	0.510225221	0.460552663	0.512774539
2064.15	45.706467	37.76272	44.93507	45.771564	0.541166967	0.379760298	0.515309637	0.510066593	0.460463633	0.512688115
2065.5	45.707672	37.743595	44.93373	45.754734	0.541178668	0.379572134	0.515296848	0.509908622	0.460375401	0.512602735
2066.85	45.709423	37.724854	44.93254	45.737995	0.541195671	0.379387747	0.51528549	0.509751505	0.460291709	0.512518497
2068.2	45.71169	37.705757	44.931477	45.72133	0.541217685	0.379199858	0.515275345	0.509595082	0.460208772	0.512435213
2069.55	45.714508	37.686783	44.93057	45.70475	0.541245049	0.379013179	0.515266688	0.509439458	0.460129114	0.512353073
2070.9	45.717865	37.667736	44.929794	45.688217	0.541277647	0.378825782	0.515259282	0.509284274	0.460051715	0.512271778
2072.25	45.721783	37.648674	44.92916	45.67173	0.541315692	0.378638238	0.515253231	0.509129523	0.459976965	0.512191377
2073.6	45.726242	37.629585	44.928665	45.65537	0.541358991	0.378450427	0.515248506	0.508975963	0.459904709	0.512112235
2074.95	45.731274	37.61058	44.92829	45.639046	0.541407854	0.378263443	0.515244927	0.508822741	0.459835649	0.512033834
2076.3	45.736847	37.591366	44.92805	45.622814	0.54146197	0.378074403	0.515242637	0.508670383	0.459768187	0.51195651
2077.65	45.742996	37.57235	44.92794	45.606598	0.54152168	0.377887311	0.515241587	0.508518175	0.459704495	0.511879881
2079	45.749702	37.553326	44.927933	45.590473	0.541586798	0.37770014	0.51524152	0.508366821	0.459643469	0.511804171
2080.35	45.756985	37.534286	44.928066	45.574413	0.541657519	0.377512812	0.515242789	0.508216078	0.459585165	0.511729433
2081.7	45.764824	37.51525	44.928307	45.5584	0.541733639	0.377325523	0.515245089	0.508065775	0.459529581	0.511655432
2083.05	45.773235	37.49653	44.92865	45.542473	0.541815314	0.377141343	0.515248363	0.50791628	0.459478328	0.511582321
2084.4	45.78222	37.477524	44.92911	45.526592	0.541902562	0.376954349	0.515252753	0.507767216	0.459428455	0.511509985
2085.75	45.791767	37.45857	44.929676	45.51076	0.541995267	0.376767867	0.515258155	0.507618612	0.459381567	0.511438384
2087.1	45.801876	37.439808	44.930344	45.494984	0.54209343	0.376583274	0.515264531	0.507470534	0.459338352	0.511367533
2088.45	45.812572	37.421185	44.9311	45.479286	0.542197293	0.376400048	0.515271746	0.507323188	0.459298671	0.511297467
2089.8	45.823814	37.402767	44.93196	45.463593	0.542306458	0.37621884	0.515279954	0.507175889	0.459262649	0.511227922
2091.15	45.835625	37.384212	44.932903	45.447983	0.542421147	0.376036283	0.515288955	0.50702937	0.459228715	0.511159162
2092.5	45.84799	37.365795	44.933937	45.432404	0.542541217	0.375855084	0.515298823	0.506883141	0.459198151	0.511090982
2093.85	45.860905	37.3476	44.93505	45.416878	0.542666627	0.37567607	0.515309446	0.506737409	0.459171348	0.511023428
2095.2	45.874382	37.329426	44.936253	45.40139	0.542797495	0.375497262	0.515320928	0.506592034	0.459147378	0.510956481
2096.55	45.888405	37.31137	44.93752	45.385952	0.542933664	0.375319615	0.51533302	0.506447129	0.459126639	0.510890075
2097.9	45.902966	37.29343	44.938858	45.37057	0.543075058	0.375143109	0.515345791	0.506302749	0.459109083	0.51082427
2099.25	45.918056	37.275723	44.940273	45.355206	0.543221588	0.374968896	0.515359296	0.506158538	0.459095242	0.510758917
2100.6	45.933685	37.257996	44.94174	45.339912	0.543373353	0.374794486	0.515373297	0.506014984	0.459083919	0.510694141
2101.95	45.949844	37.240547	44.943264	45.324635	0.543530263	0.374622811	0.515387842	0.50587159	0.459076537	0.510629716
2103.3	45.966507	37.223133	44.944847	45.309418	0.543692068	0.37445148	0.515402951	0.505728759	0.459071774	0.510565855
2104.65	45.983685	37.20596	44.94648	45.294228	0.543858874	0.374282521	0.515418537	0.505586181	0.459070697	0.510502359
2106	46.001366	37.188896	44.948166	45.279068	0.544030564	0.374114633	0.515434628	0.505443885	0.459072599	0.510439257
2107.35	46.01954	37.1722	44.949894	45.263935	0.544207042	0.373950367	0.515451121	0.505301843	0.459078704	0.510376482
2108.7	46.038204	37.155544	44.95166	45.248817	0.544388277	0.373786494	0.515467976	0.505159941	0.459087386	0.510313958
2110.05	46.057346	37.139034	44.953453	45.233757	0.544574154	0.373624058	0.515485089	0.505018583	0.459099106	0.510251836
2111.4	46.076954	37.12267	44.955288	45.21874	0.544764557	0.373463058	0.515502602	0.50487763	0.459113807	0.510190116
2112.75	46.09702	37.106636	44.957138	45.20372	0.544959406	0.373305304	0.515520259	0.504736648	0.459132355	0.510128453
2114.1	46.11753	37.09069	44.959026	45.18872	0.545158567	0.373148417	0.515538279	0.504595853	0.459153492	0.510067066
2115.45	46.13847	37.07494	44.960922	45.17378	0.545361904	0.372993458	0.515556374	0.504455622	0.459177681	0.510005998
2116.8	46.159855	37.059303	44.96283	45.158855	0.545569561	0.372839611	0.515574585	0.504315532	0.459204586	0.509945058
2118.15	46.181652	37.04406	44.96477	45.14394	0.545781219	0.37268964	0.515593101	0.504175536	0.45923543	0.509884318
2119.5	46.203854	37.028885	44.966694	45.12906	0.54599681	0.372540338	0.515611464	0.504035868	0.459268574	0.509823666
2120.85	46.226444	37.01389	44.96864	45.11418	0.546216169	0.372392807	0.515630037	0.5038962	0.459304488	0.509763118
2122.2	46.249424	36.99915	44.970577	45.099358	0.546439315	0.372247785	0.515648524	0.503757076	0.45934355	0.5097028
2123.55	46.27277	36.98461	44.972523	45.08453	0.546666015	0.372104731	0.515667097	0.503617896	0.459385373	0.509642497
2124.9	46.296486	36.97037	44.97445	45.06971	0.546896307	0.371964628	0.515685489	0.503478792	0.459430468	0.50958214
2126.25	46.320545	36.956375	44.976368	45.05494	0.547129931	0.371826936	0.515703795	0.503340156	0.459478433	0.509521975
2127.6	46.344925	36.942307	44.978283	45.04017	0.547366671	0.371688526	0.515722072	0.503201521	0.459527598	0.509461796
2128.95	46.369633	36.92867	44.98018	45.025414	0.547606596	0.371554356	0.515740177	0.503063017	0.459580476	0.509401597
2130.3	46.394653	36.91516	44.982044	45.010666	0.547849551	0.371421435	0.515757968	0.502924588	0.459635493	0.509341278
2131.65	46.41997	36.901844	44.983906	44.995953	0.54809539	0.371290424	0.515775739	0.502786487	0.459692907	0.509281113
2133	46.445568	36.888927	44.98573	44.981236	0.548343958	0.371163337	0.515793148	0.50264835	0.459753648	0.509220749
2134.35	46.471436	36.8761	44.98753	44.966534	0.548595147	0.371037137	0.515810327	0.502510352	0.459816142	0.50916034
2135.7	46.497566	36.863503	44.9893	44.95186	0.548848881	0.370913199	0.515827221	0.502372618	0.45988104	0.509099919
2137.05	46.52394	36.85108	44.99103	44.937206	0.549104984	0.370790973	0.515843732	0.502235071	0.459947979	0.509039402
2138.4	46.550533	36.83883	44.99272	44.922543	0.549363214	0.37067045	0.515859862	0.50209744	0.460016832	0.508978651
2139.75	46.57736	36.82682	44.994373	44.907894	0.549623715	0.370552287	0.515875638	0.501959941	0.460088001	0.50891779
2141.1	46.604385	36.815094	44.99599	44.89328	0.54988614	0.370436919	0.515891072	0.501822769	0.460161529	0.508856921
2142.45	46.6316	36.803528	44.997547	44.878674	0.550150409	0.370323125	0.515905932	0.501685673	0.460236767	0.508795803
2143.8	46.659	36.792137	44.99907	44.864094	0.550416475	0.370211053	0.515920468	0.501548821	0.460313764	0.508734645
2145.15	46.686558	36.781082	45.00054	44.849487	0.550684075	0.370102286	0.515934498	0.501411716	0.460393181	0.508673107
2146.5	46.714275	36.769997	45.00196	44.83492	0.550953219	0.369993224	0.515948051	0.501274986	0.460473222	0.508611518
2147.85	46.742123	36.759247	45.003315	44.820366	0.551223635	0.369887459	0.515960983	0.501138378	0.460555547	0.50854968
2149.2	46.770103	36.748825	45.004623	44.80581	0.551495333	0.36978492	0.515973467	0.501001751	0.460640127	0.508487609
2150.55	46.79819	36.73848	45.005867	44.79129	0.55176807	0.369683139	0.51598534	0.500865462	0.460725605	0.508425401
2151.9	46.82638	36.72826	45.00705	44.77677	0.552041807	0.369582588	0.515996631	0.500729174	0.460812198	0.508362902
2153.25	46.854664	36.71835	45.00818	44.76227	0.552316457	0.369485087	0.516007416	0.500593072	0.460900772	0.508300244
2154.6	46.883015	36.708595	45.009228	44.747803	0.552591758	0.36938911	0.516017418	0.500457281	0.460990434	0.50823735
2155.95	46.911434	36.698936	45.01022	44.733315	0.552867719	0.369294079	0.516026886	0.500321293	0.461080899	0.508174089
2157.3	46.939907	36.689587	45.01114	44.718895	0.553144204	0.369202097	0.516035667	0.500185942	0.46117315	0.508110804
2158.65	46.968414	36.68035	45.011997	44.70445	0.553421019	0.369111217	0.516043846	0.500050357	0.461266118	0.508047102
2160	46.996937	36.671333	45.01278	44.690044	0.55369799	0.369022502	0.516051319	0.499915139	0.461360246	0.507983229
2161.35	47.025494	36.66257	45.01349	44.67565	0.553975291	0.368936286	0.516058096	0.499780032	0.461455788	0.507919064
2162.7	47.054028	36.653908	45.014122	44.661285	0.554252368	0.368851063	0.516064127	0.499645198	0.461551715	0.507854663
2164.05	47.082573	36.645473	45.01468	44.646927	0.554529552	0.368768074	0.516069453	0.49951043	0.461648813	0.507789942
2165.4	47.111088	36.63719	45.015156	44.632607	0.554806445	0.36868658	0.516073996	0.499376019	0.461746513	0.507725007
2166.75	47.13957	36.629116	45.015564	44.618294	0.555083018	0.368607143	0.51607789	0.499241673	0.46184508	0.507659781
2168.1	47.16801	36.62119	45.01589	44.60403	0.555359183	0.368529161	0.516081002	0.499107787	0.461944172	0.507594394
2169.45	47.1964	36.61341	45.016132	44.589787	0.555634862	0.368452617	0.516083311	0.498974098	0.462043739	0.507528705
2170.8	47.22472	36.60586	45.016296	44.57556	0.555909861	0.368378335	0.516084877	0.498840559	0.462144098	0.507462718
2172.15	47.252956	36.598526	45.01638	44.56138	0.556184045	0.368306178	0.516085678	0.498707462	0.462245111	0.50739657
2173.5	47.281116	36.591263	45.01638	44.547207	0.556457491	0.36823472	0.516085678	0.49857443	0.462346105	0.507330054
2174.85	47.30918	36.584328	45.016304	44.53307	0.556730004	0.368166488	0.516084953	0.498441736	0.462448246	0.507263345
2176.2	47.33713	36.577503	45.016132	44.518967	0.557001411	0.368099339	0.516083311	0.498309361	0.462550375	0.507196336
2177.55	47.364975	36.570885	45.01588	44.50492	0.557271798	0.368034227	0.516080906	0.498177512	0.462653013	0.507129209
2178.9	47.39269	36.564404	45.015537	44.490887	0.557540923	0.367970463	0.516077633	0.498045794	0.462755693	0.507061713
2180.25	47.420265	36.55807	45.01512	44.476875	0.557808688	0.367908145	0.516073653	0.497914274	0.462858416	0.506993963
2181.6	47.447693	36.55222	45.014614	44.462936	0.558075026	0.367850588	0.516068823	0.497783438	0.462962807	0.506926131
2182.95	47.47497	36.546276	45.01402	44.44904	0.558339897	0.367792107	0.516063154	0.497653007	0.463066002	0.50685808
2184.3	47.502094	36.540546	45.013344	44.43516	0.558603283	0.367735732	0.516056702	0.497522725	0.463169507	0.506789713
2185.65	47.529037	36.53507	45.012577	44.42134	0.558864911	0.367681855	0.516049382	0.497393006	0.463273383	0.506721194
2187	47.555805	36.52977	45.01172	44.40756	0.55912484	0.36762971	0.516041202	0.497263663	0.463377275	0.506652433
2188.35	47.582382	36.524715	45.010773	44.393852	0.559382914	0.367579976	0.516032164	0.497134996	0.463481445	0.50658358
2189.7	47.60876	36.519924	45.009743	44.380146	0.559639056	0.367532839	0.516022333	0.497006348	0.463585947	0.506514341
2191.05	47.634945	36.515343	45.008625	44.36652	0.559893324	0.367487768	0.516011663	0.49687845	0.463690546	0.506445057
2192.4	47.66091	36.510834	45.007423	44.352978	0.560145455	0.367443405	0.516000191	0.496751341	0.46379443	0.506375766
2193.75	47.68666	36.506596	45.006134	44.33942	0.560395499	0.367401709	0.515987888	0.496624082	0.463898604	0.506305985
2195.1	47.71219	36.50272	45.004745	44.32597	0.560643406	0.367363574	0.515974631	0.496497837	0.46400349	0.506236234
2196.45	47.737484	36.499035	45.00328	44.312542	0.560889022	0.367327319	0.515960649	0.496371797	0.46410817	0.506166223
2197.8	47.762527	36.49547	45.001736	44.299213	0.5611322	0.367292244	0.515945913	0.496246688	0.464212222	0.5060963
2199.15	47.787342	36.492294	45.000076	44.285923	0.561373164	0.367260996	0.515930069	0.496121944	0.46431708	0.506026007
2200.5	47.811893	36.48943	44.998352	44.272717	0.561611565	0.367232818	0.515913615	0.495997989	0.464422192	0.505955802
2201.85	47.836197	36.486725	44.99652	44.259552	0.561847568	0.367206205	0.51589613	0.495874418	0.464526886	0.505885274
2203.2	47.86022	36.48438	44.994625	44.24644	0.562080841	0.367183133	0.515878044	0.495751345	0.464631987	0.505814694
2204.55	47.883984	36.482174	44.992634	44.233433	0.5623116	0.367161429	0.515859041	0.495629258	0.464736514	0.505744149
2205.9	47.907475	36.480362	44.99056	44.22048	0.562539708	0.367143601	0.515839246	0.495507677	0.464841654	0.505673462
2207.25	47.93068	36.47889	44.9884	44.207596	0.562765038	0.367129119	0.515818631	0.495386744	0.464947079	0.505602688
2208.6	47.953606	36.47772	44.986137	44.194786	0.56298766	0.367117607	0.515797032	0.495266506	0.465052634	0.505531769
2209.95	47.976234	36.476776	44.983814	44.18206	0.563207387	0.36710832	0.515774861	0.495147056	0.465157854	0.505460959
2211.3	47.99856	36.476234	44.98138	44.16938	0.563424183	0.367102987	0.51575163	0.495028038	0.465263585	0.505389834
2212.65	48.0206	36.47603	44.978878	44.15682	0.5636382	0.36710098	0.515727751	0.494910147	0.46536959	0.505318949
2214	48.042328	36.47627	44.976276	44.14432	0.563849189	0.367103341	0.515702917	0.494792818	0.465476265	0.505247867
2215.35	48.063747	36.47673	44.973606	44.13188	0.564057177	0.367107867	0.515677433	0.494676053	0.465582522	0.505176743
2216.7	48.084854	36.477654	44.970844	44.11955	0.564262135	0.367116958	0.515651072	0.49456032	0.465689546	0.505105696
2218.05	48.10564	36.478912	44.967995	44.107304	0.564463976	0.367129335	0.515623881	0.494445375	0.465796655	0.505034628
2219.4	48.126118	36.480564	44.965065	44.095104	0.564662826	0.367145589	0.515595916	0.494330863	0.465904207	0.504963389
2220.75	48.14626	36.48269	44.962055	44.08302	0.564858413	0.367166506	0.515567188	0.494217439	0.46601246	0.504892313
2222.1	48.166073	36.4852	44.95895	44.071003	0.565050806	0.367191201	0.515537553	0.494104644	0.466121003	0.504821098
2223.45	48.185566	36.488068	44.955776	44.0591	0.565240092	0.367219418	0.51550726	0.493992919	0.466229755	0.504750089
2224.8	48.20472	36.49149	44.95251	44.04726	0.565426085	0.367253086	0.515476088	0.493881785	0.466339586	0.504678937
2226.15	48.22353	36.495255	44.94916	44.03553	0.565608739	0.367290128	0.515444115	0.493771684	0.466449434	0.5046079
2227.5	48.242016	36.499577	44.945732	44.023872	0.565788246	0.367332651	0.515411398	0.493662259	0.466560448	0.504536828
2228.85	48.260147	36.50439	44.94223	44.01232	0.565964306	0.367380005	0.515377974	0.493553828	0.466672155	0.504465901
2230.2	48.27794	36.509686	44.938637	44.000843	0.566137083	0.36743211	0.515343681	0.493446102	0.466784597	0.504394892
2231.55	48.295383	36.515427	44.93496	43.98947	0.566306462	0.367488594	0.515308587	0.493339352	0.466897528	0.504323969
2232.9	48.312485	36.521725	44.93121	43.978176	0.56647253	0.367550558	0.515272796	0.493233343	0.467011544	0.50425307
2234.25	48.32923	36.528515	44.92739	43.966988	0.566635131	0.367617363	0.515236337	0.493128329	0.467126247	0.504182333
2235.6	48.345623	36.535877	44.923443	43.955875	0.566794315	0.367689795	0.515198666	0.49302402	0.467242055	0.504111343
2236.95	48.361668	36.543755	44.91944	43.94489	0.566950118	0.367767304	0.515160461	0.492920911	0.467358711	0.504040686
2238.3	48.37736	36.5522	44.915367	43.933956	0.567102495	0.367850392	0.515121587	0.492818282	0.467476443	0.503969934
2239.65	48.39269	36.561188	44.911213	43.92313	0.567251355	0.367938822	0.51508194	0.492716666	0.467595088	0.503899303
2241	48.40767	36.570778	44.906956	43.91241	0.567396818	0.368033174	0.515041311	0.492616045	0.467714996	0.503828678
2242.35	48.422283	36.580887	44.90264	43.901775	0.567538716	0.368132633	0.515000118	0.492516222	0.467835675	0.50375817
2243.7	48.436543	36.591656	44.89822	43.89122	0.567677187	0.368238586	0.514957932	0.492417149	0.467957887	0.503687541
2245.05	48.450443	36.60304	44.89375	43.880775	0.567812162	0.36835059	0.514915269	0.49231911	0.468081376	0.50361719
2246.4	48.46398	36.614952	44.889183	43.87041	0.567943612	0.368467788	0.514871681	0.492221821	0.4682057	0.503546751
2247.75	48.47716	36.62758	44.884533	43.860146	0.568071596	0.36859203	0.5148273	0.49212548	0.468331813	0.50347639
2249.1	48.48998	36.6408	44.879795	43.849987	0.568196083	0.368722098	0.51478208	0.492030125	0.468459091	0.503406102
2250.45	48.502438	36.654613	44.874996	43.839897	0.568317056	0.368857999	0.514736277	0.491935417	0.468587528	0.503335847
2251.8	48.51454	36.669094	44.870087	43.829895	0.568434572	0.369000473	0.514689424	0.491841535	0.468717522	0.50326548
2253.15	48.526283	36.684216	44.86511	43.819984	0.568548601	0.369149253	0.514641923	0.491748508	0.468848927	0.503195215
2254.5	48.537663	36.69994	44.86005	43.810173	0.568659106	0.369303957	0.514593629	0.491656419	0.468981531	0.503125024
2255.85	48.54868	36.71639	44.85493	43.800446	0.568766086	0.369465803	0.514544762	0.491565119	0.469115944	0.503054941
2257.2	48.559345	36.73349	44.8497	43.790806	0.568869648	0.369634044	0.514494846	0.491474635	0.469251846	0.502984741
2258.55	48.56965	36.751156	44.84439	43.78124	0.568969714	0.369807854	0.514444166	0.491384846	0.469388784	0.502914506
2259.9	48.579597	36.769554	44.839005	43.77177	0.569066303	0.369988866	0.514392771	0.491295958	0.469527585	0.502844364
2261.25	48.58919	36.78863	44.833538	43.762386	0.569159456	0.370176548	0.514340592	0.491207877	0.469668002	0.502774235
2262.6	48.59843	36.8083	44.827965	43.753082	0.56924918	0.370370075	0.514287402	0.491120547	0.469809627	0.502703975
2263.95	48.60732	36.828735	44.822334	43.743855	0.569335506	0.370571128	0.514233659	0.49103394	0.469953317	0.502633799
2265.3	48.61585	36.849777	44.816593	43.734695	0.569418336	0.370778153	0.514178865	0.490947961	0.470098245	0.502563413
2266.65	48.624043	36.871403	44.810776	43.725636	0.569497893	0.370990925	0.514123346	0.490862931	0.470244409	0.502493139
2268	48.63187	36.893803	44.80487	43.71663	0.569573897	0.371211311	0.514066978	0.490778398	0.470392604	0.502422688
2269.35	48.639362	36.91684	44.79888	43.707737	0.569646647	0.371437964	0.514009808	0.490694926	0.470542306	0.502352367
2270.7	48.646507	36.94045	44.7928	43.698887	0.569716028	0.371670255	0.513951779	0.490611857	0.470693142	0.502281818
2272.05	48.653313	36.964767	44.786648	43.69011	0.569782118	0.371909502	0.513893063	0.490529474	0.47084581	0.502211269
2273.4	48.659775	36.98972	44.78038	43.681393	0.569844866	0.372155006	0.51383324	0.490447653	0.470999936	0.502140447
2274.75	48.66591	37.01533	44.774033	43.672768	0.56990444	0.372406975	0.513772663	0.490366697	0.471155707	0.50206968
2276.1	48.671696	37.041546	44.767593	43.664196	0.569960624	0.372664905	0.513711198	0.490286238	0.471312765	0.501998718
2277.45	48.67716	37.068428	44.761074	43.655697	0.570013682	0.372929389	0.513648979	0.490206464	0.471471535	0.501927721
2278.8	48.68229	37.09586	44.754436	43.64725	0.570063497	0.373199283	0.513585625	0.490127178	0.47163139	0.501856401
2280.15	48.68709	37.12392	44.747707	43.638866	0.570110107	0.373475356	0.513521401	0.490048483	0.471792731	0.501784942
2281.5	48.691574	37.152565	44.740917	43.63054	0.570153648	0.373757185	0.513456596	0.489970333	0.471955417	0.501713464
2282.85	48.695736	37.18189	44.733994	43.62226	0.570194063	0.374045704	0.513390521	0.489892614	0.472119884	0.501641568
2284.2	48.69958	37.211685	44.726986	43.61406	0.57023139	0.374338847	0.513323635	0.489815647	0.472285119	0.501569641
2285.55	48.70311	37.242123	44.71989	43.605877	0.570265668	0.374638316	0.51325591	0.489738839	0.472451992	0.501497374
2286.9	48.706337	37.273098	44.712685	43.59778	0.570297004	0.374943069	0.513187143	0.489662838	0.472620036	0.501424991
2288.25	48.709244	37.304592	44.705376	43.58971	0.570325232	0.375252928	0.513117385	0.489587091	0.47278908	0.501352238
2289.6	48.71186	37.336628	44.69797	43.581696	0.570350634	0.37556812	0.5130467	0.489511869	0.472959377	0.501279285
2290.95	48.714172	37.369232	44.69047	43.57371	0.570373085	0.3758889	0.512975118	0.48943691	0.473130992	0.501206014
2292.3	48.7162	37.402245	44.68286	43.565777	0.570392778	0.376213704	0.512902487	0.489362449	0.473303241	0.501132468
2293.65	48.71793	37.435856	44.675148	43.557873	0.570409577	0.376544391	0.512828882	0.48928826	0.473476984	0.501058571
2295	48.719368	37.469875	44.667336	43.55002	0.57042354	0.376879093	0.512754322	0.489214549	0.473651317	0.500984436
2296.35	48.72054	37.504364	44.65941	43.542206	0.570434921	0.377218419	0.512678675	0.489141205	0.47382667	0.50090994
2297.7	48.721424	37.539295	44.651386	43.534412	0.570443505	0.377562094	0.512602092	0.489068048	0.474002799	0.50083507
2299.05	48.72204	37.574688	44.64324	43.52666	0.570449487	0.377910314	0.512524344	0.488995286	0.4741799	0.500759815
2300.4	48.722385	37.610485	44.634983	43.51894	0.570452837	0.378262509	0.512445538	0.488922823	0.474357673	0.500684181
2301.75	48.72247	37.64671	44.62662	43.511227	0.570453662	0.378618914	0.512365719	0.488850427	0.474536288	0.500608073
2303.1	48.7223	37.68328	44.618137	43.503548	0.570452011	0.378978715	0.512284756	0.48877835	0.474715363	0.500531553
2304.45	48.721874	37.720215	44.609547	43.4959	0.570447875	0.379342106	0.512202771	0.488706563	0.47489499	0.500454667
2305.8	48.7212	37.757565	44.60084	43.48826	0.57044133	0.37970958	0.512119669	0.488634852	0.475075455	0.500377261
2307.15	48.720295	37.795185	44.59202	43.480644	0.570432542	0.380079711	0.512035489	0.488563366	0.475256126	0.500299428
2308.5	48.71914	37.833126	44.583065	43.473064	0.570421326	0.380453	0.51195002	0.488492218	0.475437163	0.500221119
2309.85	48.717762	37.87143	44.574005	43.46547	0.570407945	0.38082986	0.51186355	0.488420939	0.475618903	0.500142244
2311.2	48.71616	37.90996	44.564808	43.457905	0.570392389	0.381208944	0.511775771	0.488349932	0.475800667	0.500062851
2312.55	48.714333	37.948788	44.555496	43.45035	0.570374648	0.38159096	0.511686895	0.488279018	0.475982804	0.499982957
2313.9	48.712303	37.987823	44.546062	43.442806	0.570354936	0.381975013	0.511596855	0.488208208	0.476164974	0.499902532
2315.25	48.710064	38.02711	44.5365	43.435265	0.570333194	0.382361544	0.511505593	0.488137426	0.476347369	0.49982151
2316.6	48.707615	38.066647	44.526806	43.42775	0.570309414	0.382750536	0.511413071	0.488066888	0.476529975	0.49973998
2317.95	48.70498	38.106346	44.517002	43.420208	0.570283827	0.383141121	0.5113195	0.487996097	0.476712474	0.499657798
2319.3	48.702156	38.14626	44.507053	43.41269	0.570256404	0.383533822	0.511224544	0.487925531	0.476895113	0.499575038
2320.65	48.699142	38.186302	44.496964	43.405174	0.570227137	0.383927782	0.511128253	0.487854983	0.47707746	0.499491618
2322	48.695965	38.22652	44.48675	43.397655	0.570196287	0.384323474	0.511030768	0.487784408	0.47725988	0.499407588
2323.35	48.692608	38.266865	44.476406	43.390133	0.570163689	0.384720415	0.510932042	0.487713804	0.477442052	0.499322923
2324.7	48.689102	38.30731	44.46591	43.38261	0.570129644	0.38511834	0.510831866	0.487643191	0.477623992	0.499237529
2326.05	48.68543	38.34788	44.45529	43.375084	0.570093988	0.385517495	0.510730506	0.48757255	0.477805741	0.499151528
2327.4	48.681614	38.388523	44.444546	43.36755	0.570056933	0.385917368	0.510627963	0.487501834	0.47798715	0.499064898
2328.75	48.677654	38.42924	44.433647	43.360027	0.570018479	0.386317969	0.510523941	0.487431221	0.478168224	0.498977581
2330.1	48.67356	38.470005	44.422607	43.35248	0.569978725	0.386719042	0.510418572	0.487360383	0.478348884	0.498889477
2331.45	48.669342	38.510788	44.411404	43.344925	0.569937766	0.387120293	0.510311648	0.487289469	0.478529029	0.498800559
2332.8	48.66501	38.551613	44.400085	43.33736	0.569895701	0.387521956	0.510203617	0.487218462	0.478708829	0.49871104
2334.15	48.660553	38.59244	44.38861	43.3298	0.569852421	0.38792364	0.510094097	0.487147502	0.47888803	0.498620799
2335.5	48.656	38.633266	44.376984	43.32222	0.56980821	0.388325313	0.509983136	0.487076354	0.479066761	0.498529745
2336.85	48.65134	38.674072	44.365227	43.314632	0.569762959	0.38872679	0.509870924	0.48700513	0.479244875	0.498438027
2338.2	48.646595	38.71479	44.3533	43.307026	0.569716883	0.389127401	0.50975709	0.486933738	0.479422142	0.498345414
2339.55	48.64176	38.755512	44.34122	43.299416	0.569669933	0.389528051	0.509641796	0.486862309	0.479598992	0.498252052
2340.9	48.63686	38.79617	44.329	43.291786	0.569622352	0.389928072	0.509525165	0.486790691	0.479775212	0.498157928
2342.25	48.63188	38.83671	44.316628	43.28415	0.569573994	0.390326932	0.509407084	0.486719018	0.479950463	0.498063051
2343.6	48.62685	38.877182	44.304085	43.276493	0.56952515	0.390725122	0.509287371	0.486647147	0.480125136	0.497967259
2344.95	48.62177	38.917538	44.291412	43.268833	0.569475821	0.391122172	0.509166417	0.486575248	0.480298997	0.497870832
2346.3	48.61663	38.957767	44.278545	43.26115	0.56942591	0.391517972	0.509043611	0.486503133	0.480471941	0.497773372
2347.65	48.611465	38.99789	44.265533	43.25346	0.569375755	0.391912729	0.508919422	0.486430953	0.480644242	0.497675187
2349	48.606266	39.037857	44.252346	43.245747	0.569325271	0.392305951	0.508793562	0.486358556	0.480815611	0.497576059
2350.35	48.60104	39.077633	44.239025	43.23803	0.569274524	0.392697294	0.508666423	0.486286122	0.480985909	0.497476273
2351.7	48.595802	39.117306	44.225525	43.230293	0.569223661	0.393087623	0.508537576	0.486213501	0.481155642	0.497375538
2353.05	48.590557	39.156765	44.211864	43.222534	0.56917273	0.393475847	0.508407193	0.486140672	0.481324289	0.497273932
